transaction_id,user_id,timestamp,amount,merchant,location,latitude,longitude,is_fraud,fraud_type
TXN000320,USER0009,2025-09-01 03:42:54,137.99,Uber,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001796,USER0046,2025-09-01 07:05:54,147.54,Gas Station,"Atlanta, GA",33.749,-84.388,False,
TXN001206,USER0031,2025-09-01 08:08:54,22.07,CVS Pharmacy,"Seattle, WA",47.6062,-122.3321,False,
TXN000245,USER0007,2025-09-01 13:49:54,12.63,Best Buy,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001756,USER0045,2025-09-01 14:05:54,33.89,Starbucks,"Denver, CO",39.7392,-104.9903,False,
TXN001160,USER0030,2025-09-01 14:36:54,153.2,Uber,"Boston, MA",42.3601,-71.0589,False,
TXN001004,USER0026,2025-09-01 15:17:54,30.24,Target,"San Francisco, CA",37.7749,-122.4194,False,
TXN000909,USER0024,2025-09-01 17:30:54,49.1,Amazon.com,"Houston, TX",29.7604,-95.3698,False,
TXN000820,USER0022,2025-09-01 20:45:54,16.12,Gas Station,"Atlanta, GA",33.749,-84.388,False,
TXN000174,USER0005,2025-09-01 21:05:54,18.63,Whole Foods,"Chicago, IL",41.8781,-87.6298,False,
TXN000354,USER0010,2025-09-01 22:34:54,86.05,Netflix,"San Francisco, CA",37.7749,-122.4194,False,
TXN001797,USER0046,2025-09-01 22:53:54,38.32,Best Buy,"Atlanta, GA",33.749,-84.388,False,
TXN000548,USER0015,2025-09-02 00:58:54,143.49,Hilton Hotels,"Houston, TX",29.7604,-95.3698,False,
TXN000587,USER0016,2025-09-02 01:19:54,381.15,Delta Airlines,"Houston, TX",29.7604,-95.3698,False,
TXN000503,USER0014,2025-09-02 01:28:54,446.7,Gas Station,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000392,USER0011,2025-09-02 01:53:54,70.73,Local Grocery,"Boston, MA",42.3601,-71.0589,False,
TXN000206,USER0006,2025-09-02 04:04:54,14.94,Apple Store,"Seattle, WA",47.6062,-122.3321,False,
TXN001637,USER0042,2025-09-02 04:04:54,9.6,Starbucks,"San Francisco, CA",37.7749,-122.4194,False,
TXN000429,USER0012,2025-09-02 08:15:54,26.69,Target,"New York, NY",40.7128,-74.006,False,
TXN001354,USER0035,2025-09-02 09:58:54,144.95,Amazon.com,"Seattle, WA",47.6062,-122.3321,False,
TXN000910,USER0024,2025-09-02 10:27:54,40.23,Local Restaurant,"Houston, TX",29.7604,-95.3698,False,
TXN000001,USER0001,2025-09-02 10:37:54,36.71,Home Depot,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000127,USER0004,2025-09-02 10:52:54,30.8,McDonald's,"Houston, TX",29.7604,-95.3698,False,
TXN001088,USER0028,2025-09-02 12:31:54,20.01,Walmart,"New York, NY",40.7128,-74.006,False,
TXN001119,USER0029,2025-09-02 12:40:54,28.71,Apple Store,"Chicago, IL",41.8781,-87.6298,False,
TXN001914,USER0049,2025-09-02 12:58:54,329.45,Online Retailer,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000868,USER0023,2025-09-02 13:02:54,8.21,CVS Pharmacy,"Chicago, IL",41.8781,-87.6298,False,
TXN001207,USER0031,2025-09-02 13:26:54,16.67,Local Restaurant,"Seattle, WA",47.6062,-122.3321,False,
TXN001266,USER0033,2025-09-02 15:36:54,147.62,Walmart,"Chicago, IL",41.8781,-87.6298,False,
TXN001798,USER0046,2025-09-02 16:27:54,48.04,Starbucks,"Atlanta, GA",33.749,-84.388,False,
TXN001470,USER0038,2025-09-02 17:45:54,18.94,Amazon.com,"Boston, MA",42.3601,-71.0589,False,
TXN001551,USER0040,2025-09-02 18:56:54,44.4,Hilton Hotels,"Seattle, WA",47.6062,-122.3321,False,
TXN000470,USER0013,2025-09-02 19:31:54,7.87,Target,"New York, NY",40.7128,-74.006,False,
TXN000974,USER0025,2025-09-02 20:47:54,34.49,Starbucks,"Denver, CO",39.7392,-104.9903,False,
TXN001438,USER0037,2025-09-02 21:32:54,39.32,Amazon.com,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001872,USER0048,2025-09-02 21:38:54,30.41,Starbucks,"Seattle, WA",47.6062,-122.3321,False,
TXN001235,USER0032,2025-09-02 23:13:54,47.1,Walmart,"Miami, FL",25.7617,-80.1918,False,
TXN001511,USER0039,2025-09-03 00:04:54,24.62,Target,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001161,USER0030,2025-09-03 00:29:54,93.82,Uber,"Boston, MA",42.3601,-71.0589,False,
TXN000286,USER0008,2025-09-03 01:34:54,469.37,Starbucks,"Atlanta, GA",33.749,-84.388,False,
TXN000775,USER0021,2025-09-03 02:59:54,7.06,Whole Foods,"Houston, TX",29.7604,-95.3698,False,
TXN001355,USER0035,2025-09-03 03:01:54,200.52,McDonald's,"Seattle, WA",47.6062,-122.3321,False,
TXN001957,USER0050,2025-09-03 03:32:54,26.47,Whole Foods,"Atlanta, GA",33.749,-84.388,False,
TXN001587,USER0041,2025-09-03 03:49:54,34.68,CVS Pharmacy,"Seattle, WA",47.6062,-122.3321,False,
TXN000975,USER0025,2025-09-03 03:53:54,48.04,Target,"Denver, CO",39.7392,-104.9903,False,
TXN000504,USER0014,2025-09-03 04:30:54,73.42,Best Buy,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000665,USER0018,2025-09-03 05:32:54,59.94,Online Retailer,"San Francisco, CA",37.7749,-122.4194,False,
TXN001043,USER0027,2025-09-03 06:03:54,172.38,Gas Station,"Miami, FL",25.7617,-80.1918,False,
TXN001312,USER0034,2025-09-03 06:38:54,89.42,Local Restaurant,"Houston, TX",29.7604,-95.3698,False,
TXN001710,USER0044,2025-09-03 07:19:54,386.23,Starbucks,"New York, NY",40.7128,-74.006,False,
TXN000086,USER0003,2025-09-03 07:24:54,19.48,Apple Store,"Miami, FL",25.7617,-80.1918,False,
TXN000393,USER0011,2025-09-03 08:06:54,93.59,Local Restaurant,"Chicago, IL",41.8781,-87.6298,False,
TXN001711,USER0044,2025-09-03 09:08:54,384.72,Gas Station,"New York, NY",40.7128,-74.006,False,
TXN000588,USER0016,2025-09-03 10:09:54,122.74,Target,"Houston, TX",29.7604,-95.3698,False,
TXN001471,USER0038,2025-09-03 10:13:54,8.11,Local Grocery,"Boston, MA",42.3601,-71.0589,False,
TXN001089,USER0028,2025-09-03 10:44:54,28.23,Shell Gas Station,"New York, NY",40.7128,-74.006,False,
TXN001830,USER0047,2025-09-03 10:58:54,73.25,McDonald's,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001638,USER0042,2025-09-03 11:41:54,9.11,Home Depot,"San Francisco, CA",37.7749,-122.4194,False,
TXN000734,USER0020,2025-09-03 13:02:54,7.15,Starbucks,"Atlanta, GA",33.749,-84.388,False,
TXN000703,USER0019,2025-09-03 13:14:54,29.07,Chipotle,"Miami, FL",25.7617,-80.1918,False,
TXN001395,USER0036,2025-09-03 14:42:54,185.55,Delta Airlines,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001208,USER0031,2025-09-03 15:19:54,370.61,Chipotle,"Seattle, WA",47.6062,-122.3321,False,
TXN001679,USER0043,2025-09-03 15:20:54,13.57,Gas Station,"Miami, FL",25.7617,-80.1918,False,
TXN000040,USER0002,2025-09-03 15:35:54,92.57,Home Depot,"New York, NY",40.7128,-74.006,False,
TXN000625,USER0017,2025-09-03 16:20:54,99.09,Shell Gas Station,"Atlanta, GA",33.749,-84.388,False,
TXN000287,USER0008,2025-09-03 18:30:54,49.0,Gas Station,"Atlanta, GA",33.749,-84.388,False,
TXN001472,USER0038,2025-09-03 18:50:54,10.3,Walmart,"Boston, MA",42.3601,-71.0589,False,
TXN001512,USER0039,2025-09-03 19:07:54,167.47,Chipotle,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001396,USER0036,2025-09-03 19:38:54,22.14,Uber,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000821,USER0022,2025-09-03 19:50:54,40.31,Local Restaurant,"Atlanta, GA",33.749,-84.388,False,
TXN000549,USER0015,2025-09-03 20:12:54,36.89,Starbucks,"Houston, TX",29.7604,-95.3698,False,
TXN001044,USER0027,2025-09-03 20:13:54,45.03,Local Restaurant,"Miami, FL",25.7617,-80.1918,False,
TXN000355,USER0010,2025-09-03 21:35:54,34.49,Walmart,"San Francisco, CA",37.7749,-122.4194,False,
TXN001356,USER0035,2025-09-03 21:37:54,60.41,Local Grocery,"Seattle, WA",47.6062,-122.3321,False,
TXN000471,USER0013,2025-09-03 22:12:54,108.48,Shell Gas Station,"New York, NY",40.7128,-74.006,False,
TXN000505,USER0014,2025-09-03 22:55:54,30.61,Hilton Hotels,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001045,USER0027,2025-09-03 23:24:54,41.41,Uber,"Miami, FL",25.7617,-80.1918,False,
TXN001958,USER0050,2025-09-03 23:27:54,34.34,CVS Pharmacy,"Atlanta, GA",33.749,-84.388,False,
TXN000321,USER0009,2025-09-04 02:24:54,22.8,Apple Store,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001757,USER0045,2025-09-04 02:36:54,30.4,Online Retailer,"Denver, CO",39.7392,-104.9903,False,
TXN001712,USER0044,2025-09-04 04:54:54,42.57,Local Restaurant,"New York, NY",40.7128,-74.006,False,
TXN000626,USER0017,2025-09-04 05:22:54,6.8,Hilton Hotels,"Atlanta, GA",33.749,-84.388,False,
TXN001915,USER0049,2025-09-04 07:24:54,20.47,Whole Foods,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000976,USER0025,2025-09-04 09:20:54,28.87,Chipotle,"Denver, CO",39.7392,-104.9903,False,
TXN000666,USER0018,2025-09-04 11:14:54,453.76,Uber,"Seattle, WA",47.6062,-122.3321,False,
TXN001439,USER0037,2025-09-04 12:34:54,484.99,McDonald's,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000430,USER0012,2025-09-04 14:24:54,13.41,McDonald's,"New York, NY",40.7128,-74.006,False,
TXN000175,USER0005,2025-09-04 15:07:54,54.26,CVS Pharmacy,"Houston, TX",29.7604,-95.3698,False,
TXN000246,USER0007,2025-09-04 16:12:54,16.33,Starbucks,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001552,USER0040,2025-09-04 18:07:54,165.63,Uber,"Seattle, WA",47.6062,-122.3321,False,
TXN000506,USER0014,2025-09-04 18:36:54,18.52,McDonald's,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000627,USER0017,2025-09-04 19:53:54,133.77,Uber,"Chicago, IL",41.8781,-87.6298,False,
TXN000628,USER0017,2025-09-04 20:23:54,35.11,Delta Airlines,"Atlanta, GA",33.749,-84.388,False,
TXN001236,USER0032,2025-09-04 20:31:54,17.27,Best Buy,"Miami, FL",25.7617,-80.1918,False,
TXN000041,USER0002,2025-09-04 21:44:54,86.73,Apple Store,"New York, NY",40.7128,-74.006,False,
TXN000472,USER0013,2025-09-04 22:14:54,34.86,Best Buy,"Atlanta, GA",33.749,-84.388,False,
TXN000704,USER0019,2025-09-04 22:27:54,43.67,Apple Store,"New York, NY",40.7128,-74.006,False,
TXN001588,USER0041,2025-09-05 01:43:54,47.6,Amazon.com,"Seattle, WA",47.6062,-122.3321,False,
TXN000589,USER0016,2025-09-05 01:57:54,49.71,CVS Pharmacy,"Houston, TX",29.7604,-95.3698,False,
TXN001831,USER0047,2025-09-05 02:04:54,17.34,Target,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001162,USER0030,2025-09-05 03:43:54,10.06,Home Depot,"Seattle, WA",47.6062,-122.3321,False,
TXN000247,USER0007,2025-09-05 04:33:54,42.87,Online Retailer,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000911,USER0024,2025-09-05 06:01:54,27.98,Shell Gas Station,"Houston, TX",29.7604,-95.3698,False,
TXN000356,USER0010,2025-09-05 08:21:54,37.1,Local Restaurant,"Seattle, WA",47.6062,-122.3321,False,
TXN001267,USER0033,2025-09-05 08:53:54,9.11,Chipotle,"Atlanta, GA",33.749,-84.388,False,
TXN001163,USER0030,2025-09-05 09:12:54,48.03,Hilton Hotels,"Boston, MA",42.3601,-71.0589,False,
TXN001680,USER0043,2025-09-05 09:40:54,7.15,Apple Store,"Miami, FL",25.7617,-80.1918,False,
TXN001553,USER0040,2025-09-05 09:56:54,42.09,Local Restaurant,"Seattle, WA",47.6062,-122.3321,False,
TXN000288,USER0008,2025-09-05 10:19:54,8.28,Local Restaurant,"Boston, MA",42.3601,-71.0589,False,
TXN001397,USER0036,2025-09-05 10:35:54,5.89,Target,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001313,USER0034,2025-09-05 11:54:54,20.34,McDonald's,"Houston, TX",29.7604,-95.3698,False,
TXN001005,USER0026,2025-09-05 12:22:54,120.27,Whole Foods,"San Francisco, CA",37.7749,-122.4194,False,
TXN000869,USER0023,2025-09-05 12:24:54,123.29,Apple Store,"Boston, MA",42.3601,-71.0589,False,
TXN000550,USER0015,2025-09-05 15:38:54,100.07,CVS Pharmacy,"Houston, TX",29.7604,-95.3698,False,
TXN001398,USER0036,2025-09-05 15:43:54,33.08,McDonald's,"Houston, TX",29.7604,-95.3698,False,
TXN001681,USER0043,2025-09-05 17:08:54,14.22,Shell Gas Station,"Miami, FL",25.7617,-80.1918,False,
TXN001209,USER0031,2025-09-05 17:51:54,39.8,Whole Foods,"Seattle, WA",47.6062,-122.3321,False,
TXN000002,USER0001,2025-09-05 19:06:54,33.61,Target,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001873,USER0048,2025-09-05 20:39:54,34.97,Starbucks,"Boston, MA",42.3601,-71.0589,False,
TXN000776,USER0021,2025-09-05 20:40:54,133.9,Walmart,"Houston, TX",29.7604,-95.3698,False,
TXN001120,USER0029,2025-09-05 20:45:54,14.16,CVS Pharmacy,"Chicago, IL",41.8781,-87.6298,False,
TXN000207,USER0006,2025-09-05 21:55:54,82.76,Target,"Chicago, IL",41.8781,-87.6298,False,
TXN000735,USER0020,2025-09-06 00:18:54,165.3,Whole Foods,"Atlanta, GA",33.749,-84.388,False,
TXN001799,USER0046,2025-09-06 00:53:54,199.29,Netflix,"Atlanta, GA",33.749,-84.388,False,
TXN001357,USER0035,2025-09-06 01:32:54,35.74,Whole Foods,"Seattle, WA",47.6062,-122.3321,False,
TXN001046,USER0027,2025-09-06 02:24:54,19.34,Home Depot,"Miami, FL",25.7617,-80.1918,False,
TXN000736,USER0020,2025-09-06 02:44:54,44.45,Online Retailer,"Atlanta, GA",33.749,-84.388,False,
TXN001399,USER0036,2025-09-06 03:21:54,49.26,Best Buy,"Seattle, WA",47.6062,-122.3321,False,
TXN001589,USER0041,2025-09-06 03:33:54,45.0,Chipotle,"Seattle, WA",47.6062,-122.3321,False,
TXN000667,USER0018,2025-09-06 03:50:54,8.08,Chipotle,"San Francisco, CA",37.7749,-122.4194,False,
TXN000394,USER0011,2025-09-06 06:13:54,374.84,Local Grocery,"Boston, MA",42.3601,-71.0589,False,
TXN001473,USER0038,2025-09-06 07:57:54,35.91,Netflix,"Boston, MA",42.3601,-71.0589,False,
TXN000128,USER0004,2025-09-06 09:50:54,21.28,Target,"Houston, TX",29.7604,-95.3698,False,
TXN000912,USER0024,2025-09-06 10:39:54,138.77,Local Grocery,"Houston, TX",29.7604,-95.3698,False,
TXN001090,USER0028,2025-09-06 10:43:54,5.29,Online Retailer,"New York, NY",40.7128,-74.006,False,
TXN001639,USER0042,2025-09-06 13:27:54,62.58,McDonald's,"San Francisco, CA",37.7749,-122.4194,False,
TXN001268,USER0033,2025-09-06 16:30:54,121.59,Target,"Chicago, IL",41.8781,-87.6298,False,
TXN001713,USER0044,2025-09-06 17:04:54,367.22,Apple Store,"New York, NY",40.7128,-74.006,False,
TXN001091,USER0028,2025-09-06 17:56:54,9.66,Netflix,"Miami, FL",25.7617,-80.1918,False,
TXN000629,USER0017,2025-09-06 18:48:54,180.73,Target,"Atlanta, GA",33.749,-84.388,False,
TXN000042,USER0002,2025-09-06 20:28:54,109.95,Starbucks,"New York, NY",40.7128,-74.006,False,
TXN000473,USER0013,2025-09-06 20:48:54,139.64,Local Restaurant,"New York, NY",40.7128,-74.006,False,
TXN000977,USER0025,2025-09-06 21:16:54,398.52,Target,"Denver, CO",39.7392,-104.9903,False,
TXN001121,USER0029,2025-09-06 22:00:54,36.43,Walmart,"Chicago, IL",41.8781,-87.6298,False,
TXN001237,USER0032,2025-09-06 23:45:54,156.35,Online Retailer,"Miami, FL",25.7617,-80.1918,False,
TXN001513,USER0039,2025-09-07 00:22:54,5.77,Best Buy,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000822,USER0022,2025-09-07 01:10:54,344.99,Gas Station,"Atlanta, GA",33.749,-84.388,False,
TXN000705,USER0019,2025-09-07 01:19:54,421.08,Apple Store,"New York, NY",40.7128,-74.006,False,
TXN000668,USER0018,2025-09-07 02:56:54,46.59,Whole Foods,"San Francisco, CA",37.7749,-122.4194,False,
TXN000870,USER0023,2025-09-07 03:26:54,46.47,Shell Gas Station,"Boston, MA",42.3601,-71.0589,False,
TXN000590,USER0016,2025-09-07 03:38:54,16.9,Hilton Hotels,"Houston, TX",29.7604,-95.3698,False,
TXN001640,USER0042,2025-09-07 03:59:54,43.63,Whole Foods,"San Francisco, CA",37.7749,-122.4194,False,
TXN001641,USER0042,2025-09-07 04:36:54,9.8,Amazon.com,"San Francisco, CA",37.7749,-122.4194,False,
TXN000357,USER0010,2025-09-07 06:17:54,94.07,Local Grocery,"San Francisco, CA",37.7749,-122.4194,False,
TXN000087,USER0003,2025-09-07 06:22:54,107.91,Walmart,"Denver, CO",39.7392,-104.9903,False,
TXN001269,USER0033,2025-09-07 06:35:54,26.42,Amazon.com,"Chicago, IL",41.8781,-87.6298,False,
TXN000706,USER0019,2025-09-07 07:03:54,59.96,McDonald's,"New York, NY",40.7128,-74.006,False,
TXN000823,USER0022,2025-09-07 07:24:54,45.27,Netflix,"Atlanta, GA",33.749,-84.388,False,
TXN000707,USER0019,2025-09-07 08:44:54,33.87,Chipotle,"New York, NY",40.7128,-74.006,False,
TXN000669,USER0018,2025-09-07 08:49:54,20.97,McDonald's,"San Francisco, CA",37.7749,-122.4194,False,
TXN001916,USER0049,2025-09-07 10:29:54,18.3,McDonald's,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000708,USER0019,2025-09-07 11:54:54,157.03,Online Retailer,"New York, NY",40.7128,-74.006,False,
TXN000777,USER0021,2025-09-07 12:12:54,45.36,CVS Pharmacy,"Houston, TX",29.7604,-95.3698,False,
TXN000003,USER0001,2025-09-07 12:52:54,280.98,Home Depot,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001440,USER0037,2025-09-07 13:06:54,123.83,Walmart,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001314,USER0034,2025-09-07 14:44:54,21.44,Delta Airlines,"Houston, TX",29.7604,-95.3698,False,
TXN000551,USER0015,2025-09-07 17:57:54,18.51,Netflix,"Houston, TX",29.7604,-95.3698,False,
TXN001959,USER0050,2025-09-07 18:52:54,25.82,CVS Pharmacy,"Denver, CO",39.7392,-104.9903,False,
TXN001441,USER0037,2025-09-07 19:20:54,31.22,Whole Foods,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001474,USER0038,2025-09-07 19:59:54,18.6,Delta Airlines,"Boston, MA",42.3601,-71.0589,False,
TXN000004,USER0001,2025-09-07 20:44:54,6.44,CVS Pharmacy,"Seattle, WA",47.6062,-122.3321,False,
TXN001758,USER0045,2025-09-07 21:19:54,102.2,Hilton Hotels,"Miami, FL",25.7617,-80.1918,False,
TXN000322,USER0009,2025-09-07 22:44:54,408.07,Home Depot,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000552,USER0015,2025-09-07 23:09:54,401.74,Shell Gas Station,"Houston, TX",29.7604,-95.3698,False,
TXN001475,USER0038,2025-09-07 23:09:54,11.26,Uber,"Boston, MA",42.3601,-71.0589,False,
TXN000248,USER0007,2025-09-08 00:17:54,489.37,Hilton Hotels,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000208,USER0006,2025-09-08 00:53:54,30.39,Shell Gas Station,"Chicago, IL",41.8781,-87.6298,False,
TXN000670,USER0018,2025-09-08 00:57:54,104.19,Hilton Hotels,"San Francisco, CA",37.7749,-122.4194,False,
TXN001092,USER0028,2025-09-08 01:49:54,43.15,Starbucks,"New York, NY",40.7128,-74.006,False,
TXN000043,USER0002,2025-09-08 02:19:54,48.11,Delta Airlines,"New York, NY",40.7128,-74.006,False,
TXN001270,USER0033,2025-09-08 06:31:54,146.39,Amazon.com,"Chicago, IL",41.8781,-87.6298,False,
TXN001093,USER0028,2025-09-08 06:58:54,148.62,Hilton Hotels,"New York, NY",40.7128,-74.006,False,
TXN000737,USER0020,2025-09-08 07:57:54,162.05,Local Grocery,"Atlanta, GA",33.749,-84.388,False,
TXN001315,USER0034,2025-09-08 08:29:54,18.31,Local Restaurant,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000507,USER0014,2025-09-08 08:35:54,180.47,Amazon.com,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001590,USER0041,2025-09-08 09:00:54,39.61,Chipotle,"Seattle, WA",47.6062,-122.3321,False,
TXN000176,USER0005,2025-09-08 10:47:54,183.35,Home Depot,"Houston, TX",29.7604,-95.3698,False,
TXN000431,USER0012,2025-09-08 11:54:54,26.56,Shell Gas Station,"New York, NY",40.7128,-74.006,False,
TXN000591,USER0016,2025-09-08 16:21:54,121.19,Delta Airlines,"Houston, TX",29.7604,-95.3698,False,
TXN000978,USER0025,2025-09-08 17:25:54,108.59,Target,"Denver, CO",39.7392,-104.9903,False,
TXN001514,USER0039,2025-09-08 17:29:54,40.06,Whole Foods,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001800,USER0046,2025-09-08 18:20:54,32.74,Online Retailer,"Boston, MA",42.3601,-71.0589,False,
TXN001400,USER0036,2025-09-08 20:18:54,46.22,Chipotle,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000289,USER0008,2025-09-09 00:03:54,23.1,Target,"Atlanta, GA",33.749,-84.388,False,
TXN001874,USER0048,2025-09-09 00:17:54,49.38,Walmart,"Boston, MA",42.3601,-71.0589,False,
TXN001832,USER0047,2025-09-09 00:20:54,12.88,Delta Airlines,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001006,USER0026,2025-09-09 01:34:54,59.67,Hilton Hotels,"San Francisco, CA",37.7749,-122.4194,False,
TXN001358,USER0035,2025-09-09 02:11:54,487.41,Chipotle,"Seattle, WA",47.6062,-122.3321,False,
TXN001554,USER0040,2025-09-09 02:33:54,330.48,Delta Airlines,"Seattle, WA",47.6062,-122.3321,False,
TXN000358,USER0010,2025-09-09 04:14:54,63.39,McDonald's,"San Francisco, CA",37.7749,-122.4194,False,
TXN001515,USER0039,2025-09-09 04:23:54,12.73,Netflix,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001164,USER0030,2025-09-09 04:38:54,35.92,Apple Store,"Boston, MA",42.3601,-71.0589,False,
TXN001759,USER0045,2025-09-09 05:48:54,66.58,Local Restaurant,"Denver, CO",39.7392,-104.9903,False,
TXN000395,USER0011,2025-09-09 06:46:54,9.79,Whole Foods,"Boston, MA",42.3601,-71.0589,False,
TXN000474,USER0013,2025-09-09 08:18:54,29.29,Chipotle,"New York, NY",40.7128,-74.006,False,
TXN000129,USER0004,2025-09-09 09:11:54,166.87,CVS Pharmacy,"Houston, TX",29.7604,-95.3698,False,
TXN000088,USER0003,2025-09-09 10:17:54,43.03,Shell Gas Station,"Miami, FL",25.7617,-80.1918,False,
TXN000249,USER0007,2025-09-09 10:41:54,309.5,Local Grocery,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000630,USER0017,2025-09-09 10:50:54,162.93,CVS Pharmacy,"Atlanta, GA",33.749,-84.388,False,
TXN000323,USER0009,2025-09-09 11:03:54,38.03,Gas Station,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001714,USER0044,2025-09-09 11:36:54,23.7,Shell Gas Station,"New York, NY",40.7128,-74.006,False,
TXN001047,USER0027,2025-09-09 12:02:54,82.62,Gas Station,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001210,USER0031,2025-09-09 12:11:54,21.75,Uber,"Seattle, WA",47.6062,-122.3321,False,
TXN001442,USER0037,2025-09-09 12:20:54,46.18,Whole Foods,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001316,USER0034,2025-09-09 13:22:54,166.39,Shell Gas Station,"Houston, TX",29.7604,-95.3698,False,
TXN001359,USER0035,2025-09-09 13:54:54,13.12,Online Retailer,"Seattle, WA",47.6062,-122.3321,False,
TXN001682,USER0043,2025-09-09 14:40:54,12.66,Hilton Hotels,"Miami, FL",25.7617,-80.1918,False,
